     1    0.20944E-01    0.98383E-01
     2    0.41888E-01    0.82695E+00
     3    0.62832E-01    0.21878E+01
     4    0.83776E-01    0.37739E+01
     5    0.10472E+00    0.44761E+01
     6    0.12566E+00    0.58795E+01
     7    0.14661E+00    0.69616E+01
     8    0.16755E+00    0.78905E+01
     9    0.18850E+00    0.86091E+01
    10    0.20944E+00    0.93846E+01
    11    0.23038E+00    0.11107E+02
    12    0.25133E+00    0.11750E+02
    13    0.27227E+00    0.13039E+02
    14    0.29322E+00    0.13207E+02
    15    0.31416E+00    0.14901E+02
    16    0.33510E+00    0.15500E+02
    17    0.35605E+00    0.16522E+02
    18    0.37699E+00    0.17516E+02
    19    0.39794E+00    0.18746E+02
    20    0.41888E+00    0.19894E+02
    21    0.43982E+00    0.20123E+02
    22    0.46077E+00    0.21962E+02
    23    0.48171E+00    0.22707E+02
    24    0.50265E+00    0.24290E+02
    25    0.52360E+00    0.24682E+02
    26    0.54454E+00    0.25780E+02
    27    0.56549E+00    0.27390E+02
    28    0.58643E+00    0.27420E+02
    29    0.60737E+00    0.28402E+02
    30    0.62832E+00    0.29898E+02
    31    0.64926E+00    0.30995E+02
    32    0.67021E+00    0.31951E+02
    33    0.69115E+00    0.31956E+02
    34    0.71209E+00    0.33680E+02
    35    0.73304E+00    0.35510E+02
    36    0.75398E+00    0.35803E+02
    37    0.77493E+00    0.37316E+02
    38    0.79587E+00    0.37594E+02
    39    0.81681E+00    0.38255E+02
    40    0.83776E+00    0.39785E+02
    41    0.85870E+00    0.40174E+02
    42    0.87965E+00    0.41452E+02
    43    0.90059E+00    0.41210E+02
    44    0.92153E+00    0.42669E+02
    45    0.94248E+00    0.42793E+02
    46    0.96342E+00    0.43911E+02
    47    0.98437E+00    0.43992E+02
    48    0.10053E+01    0.45352E+02
    49    0.10263E+01    0.46142E+02
    50    0.10472E+01    0.46470E+02
    51    0.10681E+01    0.46834E+02
    52    0.10891E+01    0.47566E+02
    53    0.11100E+01    0.48287E+02
    54    0.11310E+01    0.48916E+02
    55    0.11519E+01    0.48728E+02
    56    0.11729E+01    0.49378E+02
    57    0.11938E+01    0.49866E+02
    58    0.12147E+01    0.49732E+02
    59    0.12357E+01    0.50487E+02
    60    0.12566E+01    0.50933E+02
    61    0.12776E+01    0.50626E+02
    62    0.12985E+01    0.51294E+02
    63    0.13195E+01    0.50948E+02
    64    0.13404E+01    0.51126E+02
    65    0.13614E+01    0.51930E+02
    66    0.13823E+01    0.51902E+02
    67    0.14032E+01    0.51944E+02
    68    0.14242E+01    0.53062E+02
    69    0.14451E+01    0.52467E+02
    70    0.14661E+01    0.52430E+02
    71    0.14870E+01    0.52531E+02
    72    0.15080E+01    0.52978E+02
    73    0.15289E+01    0.52752E+02
    74    0.15499E+01    0.52633E+02
    75    0.15708E+01    0.52537E+02
    76    0.15917E+01    0.52773E+02
    77    0.16127E+01    0.52716E+02
    78    0.16336E+01    0.53233E+02
    79    0.16546E+01    0.52944E+02
    80    0.16755E+01    0.52911E+02
    81    0.16965E+01    0.52637E+02
    82    0.17174E+01    0.53003E+02
    83    0.17383E+01    0.52620E+02
    84    0.17593E+01    0.52869E+02
    85    0.17802E+01    0.52839E+02
    86    0.18012E+01    0.52774E+02
    87    0.18221E+01    0.52692E+02
    88    0.18431E+01    0.52521E+02
    89    0.18640E+01    0.52565E+02
    90    0.18850E+01    0.52744E+02
    91    0.19059E+01    0.52175E+02
    92    0.19268E+01    0.52353E+02
    93    0.19478E+01    0.52839E+02
    94    0.19687E+01    0.52389E+02
    95    0.19897E+01    0.52842E+02
    96    0.20106E+01    0.52643E+02
    97    0.20316E+01    0.52304E+02
    98    0.20525E+01    0.52573E+02
    99    0.20735E+01    0.52322E+02
   100    0.20944E+01    0.52547E+02
   101    0.21153E+01    0.52195E+02
   102    0.21363E+01    0.52506E+02
   103    0.21572E+01    0.52437E+02
   104    0.21782E+01    0.52534E+02
   105    0.21991E+01    0.52762E+02
   106    0.22201E+01    0.52678E+02
   107    0.22410E+01    0.52614E+02
   108    0.22619E+01    0.52638E+02
   109    0.22829E+01    0.52901E+02
   110    0.23038E+01    0.53104E+02
   111    0.23248E+01    0.53134E+02
   112    0.23457E+01    0.52596E+02
   113    0.23667E+01    0.53111E+02
   114    0.23876E+01    0.53461E+02
   115    0.24086E+01    0.53484E+02
   116    0.24295E+01    0.53686E+02
   117    0.24504E+01    0.53735E+02
   118    0.24714E+01    0.54018E+02
   119    0.24923E+01    0.54079E+02
   120    0.25133E+01    0.53931E+02
   121    0.25342E+01    0.54303E+02
   122    0.25552E+01    0.54849E+02
   123    0.25761E+01    0.54992E+02
   124    0.25970E+01    0.54938E+02
   125    0.26180E+01    0.55043E+02
   126    0.26389E+01    0.55570E+02
   127    0.26599E+01    0.55978E+02
